tweet,class
sammi_boyden fuck twat start talk,Offensive Language
pussy boi,Offensive Language
aint shit pussy lol go get hit aint touch yrs lmfao,Offensive Language
fuzzy dice might nicest thing could put car lol,No Hate and Offensive
sfgiants trash smh game rig bumgarner take roids,No Hate and Offensive
shaikethatass reply hoe,Offensive Language
gotta love tanner country hoe haha,Offensive Language
skeeerra thank bitch proofread tweet vacation week,Offensive Language
smasey faggot,Hate Speech
smlbound cracker jack work cdc ya think check plane full people,No Hate and Offensive
snakehaid rducppp ur profile one arm nigger,Hate Speech
sneakerluke wojtata mikeymikerowave joecushkush poor annoy ass cunts fan care know,Offensive Language
spiffy_vuitton gotta start treatin ugly hoe like dim get fine ass,Offensive Language
spiffy_vuitton see bitch fake leg bout come lmao kinda bad doe pole,Offensive Language
spiffy_vuitton pussy smell like boil hot dog water lizard dick,Offensive Language
ssickstory lester try eat bird,No Hate and Offensive
staccs_wnt_fold tell coon,Hate Speech
leemcastro even blogger moxy credentials anything create brand,No Hate and Offensive
swankpatrone nonexistent hoe,Offensive Language
s_roach happy birthday nicca coon shit responsible way,Hate Speech
sactownprodigy lol like rgiii go like weak bitch return next year win game,Offensive Language
sactownproidgy speakcomedy yunglucy karon_avila notice guy call jiggaboo,No Hate and Offensive
sactownproidgy speakcomedy yunglucy karon_avila nigga get dick cheese force eat bitch,Offensive Language
sadderdre know man uncle tom mentality never die ol martin baker headass,Offensive Language
salacioussully always amaze resilience keep go night shift really better ghetto,Offensive Language
salacioussully tony drink sloppily say cunt hear bare ass,Offensive Language
salacioussully hopefully back da ghetto,No Hate and Offensive
sallybitesalot lol find redneck oakleaf take,No Hate and Offensive
salondotcom foolishreporter tell tweet twat,Offensive Language
saltyblackbroad ma'am clear tweet naacp careful may brand race traitor nerve,No Hate and Offensive
samfeistcnn cnnpolitics opinion plz election improvement bo still allow trash america,No Hate and Offensive
kxrxsxb timber nigger,Offensive Language
world spank monkey monkey spank us,No Hate and Offensive
sammylightning get hoe different area cod,Offensive Language
sammylightning roll bitch dey like,Offensive Language
sammylightning tim pussy,Offensive Language
sammyskinner hey nig,Offensive Language
sammy_sicko get bag pink n white colour van sweets please thank dude :-),No Hate and Offensive
sammytbh thats think pussy,Offensive Language
sammytbh whats youtube channel faggot,Hate Speech
sammytbh fuck relevant get followers follow train unfollow people faggot,Offensive Language
sandraguzman nigger,Offensive Language
sarahauten bitch slap asshole chair,Offensive Language
sarahksilverman saw black nra skit vile funny fan anymore cunt,Offensive Language
sarahlevitz okay shit hoe,Offensive Language
y'all gots take da color vacation kentucky fry chicken da white meat,No Hate and Offensive
sarakateee faze_rain would proud faze family horrible one two ugly trailer trash fazeisgay,Hate Speech
sasha_the_ii atfierce queenkhia bitch stupid bey hive bee hive lil kim queen b bey queen b,Offensive Language
savageniggg chillasstweets bitch,Offensive Language
real shit light armor bitch find tho,Offensive Language
sayitaintchey bitch rting hella cheese tweet right say lactose intolerant gotta c,Offensive Language
schoolboycole yes say spit bitch,Offensive Language
schoolboycole bitch,Offensive Language
scanbc hoe cookie crisp cop case,Offensive Language
schoolboyg gotta phone avi texting get negative bitch,Offensive Language
schulzgrayson dont mom bitch ass nigga u better shut fuck mouth duck ass,Offensive Language
schulzgrayson go talk shit least back fight bitch ass nigga swear u niggas fake pussy boy,Offensive Language
schulzgrayson lmfao im still pull hoe suppose effect suppose hurt fell fuck boy,Offensive Language
schulzgrayson oh woulda coulda shoulda ass niggas bitch ass nigga u bout oh ban wag ass nigga catch phase,Hate Speech
schulzgrayson talkinfgalot shit cant back dem word tho bitch ass nigga u talk fight,Offensive Language
yeah gonna play retard wanna drug day,No Hate and Offensive
scootiemcb bitch need guidance lol,Offensive Language
scottdeyager photshopped pinhead like johngalt pistons instead faggot needle might impress gay,Offensive Language
scottferrall howardstern photos kate upton cheer yankees last night game,No Hate and Offensive
brantality hunterxsfob think retard somethin,Offensive Language
scottyplagues dancingxburrito reganleahhh come davis show celebrate retard,Offensive Language
scoutingforfifa theburntchip joelburtfifa jpizzlefifa eye witness joel faggot,Hate Speech
sequoia_gabris yeah hoe,Offensive Language
seanrosssapp think anyone mock man see people mock bespectacle social media mourn cultural zeitgeist,No Hate and Offensive
seanability love much maybe one bitchier bird,Offensive Language
seauxcocoa get new pussy share,Offensive Language
selecta_kerry see ppl say run train bird parry thing das know look clarity,No Hate and Offensive
selfcuttinggirl anthonycumia think would think cute know like shut clam minutes dunce,No Hate and Offensive
selfmadee_yg wya bitch,Offensive Language
selxnaa redneck crazy,No Hate and Offensive
semimooch believe evolve whatnot find hard believe come ape,No Hate and Offensive
senmikelee pull pocket constitution bring man tedcruz mock mccain wacko-birds comment hahaha standtall,No Hate and Offensive
sethmacfarlane deep pussy tongue dial need halp,Offensive Language
sexwith_sockson faggot,Hate Speech
seymourblanco suppose hang w week nigger,Offensive Language
shainarakia doubt cause bitch aint nothing nigga downfall,Offensive Language
shainarakia great thing bitch offer,Offensive Language
shakiyateniece celebrity_ke say aint trick hoe lls foolish,Offensive Language
bad bitch open mouth,Offensive Language
try get job age real bitch let alone new career work years homeless,Offensive Language
sharpayydoll cunt nigger fuck ball tits cocksucker piss dick kike take swear go god damn internet,Offensive Language
finna get leg dne hand catch hoe,Offensive Language
good one fag boy,Offensive Language
okay closet fag,Hate Speech
shawnieceqb remember time hilfiger wus see polo say aint wan niggers wear ish,Offensive Language
shawty_im_out cunt,Offensive Language
shaylovesya bitch u lame fuk lol,Offensive Language
sheanxiv yea ion brussel sprout barely cordon bleu want try something dif get tire nigger foods,Offensive Language
ok reason god make parasitic worm whose sole purpose burrow eye small african child,No Hate and Offensive
shenellyb lol u knw dem project bitch dem light brown roach call dem water bug,Offensive Language
shepnewsteam lmao dude say would get commitment saudi arabia jordan crow taste proof full,No Hate and Offensive
shesleslee sure . . . lmao pussy,Offensive Language
shitter_gape optimisticdoom hey hoe di doe dat funny da girl,Offensive Language
chad reeds fag kinda guy,Offensive Language
ya fag,Hate Speech
shojoaie bright neon yellow gauntlet,No Hate and Offensive
shotmoistboyce fuck many hoe,Offensive Language
shvkxir rickiroma baesongz jayzoverrated ahmed retard mikey special olympic box,Hate Speech
sicilianinheels lol basically like get many hoe curve,Offensive Language
sidehoenextdoor height yeah chunky bitch,Offensive Language
call basic bitch sure feel,Offensive Language
silverbirdusa retard love always retard sentimental,Offensive Language
simoncowell little bitch,Offensive Language
follow u sexy bitch,Offensive Language
lebron bitch damian,Offensive Language
sinexderek guy pussies,Offensive Language
bird grind still alive believe,No Hate and Offensive
sisteena know call fag,Offensive Language
zaytovenn __ shiddd add turn bitch lmao,Offensive Language
skippylongdick literally confront bitch asses fo reall trill,Offensive Language
slimgirl_probz das calld usen yo brain retard would whoop yo ass n front da police,Hate Speech
slothng guarantee things white never anywhere near real ghetto relative pig,Hate Speech
slowdollaz photoshop nig,Offensive Language
slumlord_laffy bitch k,Offensive Language
smilesbakedthis gun bad bitch,Offensive Language
smokee_smb damn get call hoe,Offensive Language
smokey_bahr go get sum bitch,Offensive Language
sotrippywhit remember african bitch use work cmi,Offensive Language
sotrippywhit right bitch like damn hope get job target bitch better still livin ya momma ass hoe,Offensive Language
sowavytee hey hun,No Hate and Offensive
softestmuffin torahblaze billy goat hillbillies suck fuck disgraceful brazzen face unabashed pig,Offensive Language
softestmuffin torahblaze best believe aint christian slave brainwash black spook miss white man unlike yoself devil,Hate Speech
softestmuffin torahblaze end day call yo dumb ass monkey picka'nanny hoe u luv white devil,Hate Speech
softestmuffin torahblaze word accustom niggers muchyour almighty one next u yo nigger,Offensive Language
softestmuffin torahblaze convince u lame nigger liver believe cuz nigger whore,Hate Speech
give fly fuck teabagger piece human garbage like think =),Hate Speech
teabagger scum want threaten people penis extender danger country,Hate Speech
solyybee hahahah reals like bitch crazy lol,Offensive Language
sonniejohnson wedlock birth lie latinos place mostly drive illegal alien w anchor baby,No Hate and Offensive
soopdevilles crush get exotic bitch dream,Offensive Language
medal hate fag kill medal thank u privilege let fag live,Hate Speech
southeastqueen ignore sorry call bitch uncalled,Offensive Language
gotta turn hoe housewife,Offensive Language
sponkymusiclady besides ur imposter idol look nothing like word god describe saviour israel revelations envious bitch,Offensive Language
sportsgrind mock do simulator check pick team many round go,No Hate and Offensive
stpaul_brandon color lebanese,No Hate and Offensive
stanleystinks shame self-hating kike jews g-d choose people,Hate Speech
staristhefuture call gopblackchick house nigger racist fathom hypocrisy statement,Hate Speech
starlavafox bitch like bitch,Offensive Language
starstunnatbgh facts idc iont bitch good lol,Offensive Language
starbuckssanae sure slant plagiarists idea,No Hate and Offensive
starkfreeordie fuckin want tire bullshit faggot ass closet racist wannabe-commune-without-railroad state cali,Hate Speech
starkfreeordie honestly retard stick artist hop fair dealer manager situation,No Hate and Offensive
staygetnutty u bitch boy,Offensive Language
staydelusional texted u fag,Offensive Language
steezhoe lil nigga middle lock wid bitch,Offensive Language
steezhoe nigga bitch man,Offensive Language
stephdamartian make endear name us like nigger spook monkey,Offensive Language
stephanieschall ooo logan pull bitch,Offensive Language
bad little bitch,Offensive Language
stephicans mhmm tweet bird,No Hate and Offensive
